package_name
com.ftw_and_co.happn
com.google.android.apps.youtube.creator
com.byjus.thelearningapp
com.motorola.motodisplay
com.motorola.moto
com.motorola.easyprefix
com.peake.hindicalender
com.hmdglobal.camera2
com.drilens.wamr
HinKhoj.Dictionary
com.oneplus.iconpack.oneplus
in.shmart.consumer
com.unacademyapp
pdf.tap.scanner
com.estrongs.android.pop
com.google.android.apps.navlite
com.pratilipi.mobile.android
com.google.android.apps.enterprise.dmagent
videos.share.rozdhan
com.sd2labs.infinity
in.gov.ecourts.eCourtsServices
com.nemo.vidmate
com.qualcomm.qti.workloadclassifier
com.miui.miservice
com.miui.notification
in.spoors.homecredit
com.app.dream11Pro
com.miui.misound
com.micredit.in
com.qualcomm.qti.ltedirect
com.dolby.daxservice
com.ilitek.touchscreen.noise
com.ilitek.touchscreen.tptest
com.snaptube.premium
com.miui.mishare.connectivity
com.gsma.rcs
com.sem.factoryapp
com.qti.ltebc
devian.tubemate.v3
com.goodix
com.goodix.deltadiff
vendor.qti.hardware.cacert.server
com.bsp.catchlog
com.qualcomm.qti.cne
vendor.qti.iwlan
com.sec.factory.iris.usercamera
com.ril.rposcentral
com.realme.securitycheck
com.opera.preinstall
com.nearme.gamecenter
com.qualcomm.qti.uimGbaApp
com.iqoo.trafficupgrade
com.sec.mhs.smarttethering
com.prospect.erupeeplus
com.heytap.mcs
com.sec.factory.iris.camera
com.qualcomm.qti.qcolor
com.gbwhatsapp
devian.tubemate.home
com.paytm.paytmplay
com.block.puzzle.game.hippo.mi
apps.rummycircle.com.mobilerummy
com.lucifer.onepay
net.one97.paytm.bcapp
com.heytap.datamigration
com.mi.globalbrowser
com.prosperbee.abcash
com.evenwell.bboxsbox
com.evenwell.bboxsbox.app
com.mi.health
com.recognize.number
com.heytap.usercenter
io.jungleerummy.jungleegames
com.transsion.magazineservice
com.sec.svoice.lang.en_US
com.chokitv.shows
com.transsion.fmradio
com.transsion.applock
com.freeloan.indiacash
com.skillwin.playrummy
com.goodix.fingerprint.setting
com.transsion.datatransfer
play.game.champ.win.cash.alpha
com.transsion.notebook
com.transsion.soundrecorder
org.codeaurora.snapcam
com.frogx.ieasyloan
com.india.firstcashone
com.transsion.splitscreen
org.simalliance.openmobileapi.uiccterminal
com.hindi.english.translate.language.word.dictionary
com.girnarsoft.cardekho
com.CultureAlley.japanese.english
com.hyperspeed.rocket.applock.free
in.bajajfinservmarkets.app.loans.insurance.emistore.investment.credit.cards.upi
com.canarabank.e_passbook
com.doubtnutapp
com.parallel.space.lite.arm64
free_translator.hien
com.hikvision.hikconnect
com.corpay.mwallet
com.carwale
com.lcode.corpepassbook
com.cars24.seller
com.application.onead
com.sundirect.sundth
com.adda247.app
com.sensetime.faceunlock
com.girnarsoft.bikedekho
com.huaqin.pocketbanreceiver
com.mediatek.op.phone.plugin
com.mediatek.op01.telecom
com.huaqin.wifibtrxtx
com.mediatek.capctrl.service
com.mediatek.phone.op09Clib.plugin
com.epicgames.portal
com.duolingo
com.shawacademy.app
com.bikewale.app
com.pay.paisapay
com.telangana.twallet
com.testbook.tbapp
com.mycytwo.zy
world.social.group.video.share
vn.icheck.android
com.addev.beenlovememory
com.noxgroup.app.security
com.mathpresso.qanda
com.mm.android.smartlifeiot
enetviet.corp.qi.enetvietnew
org.whiteglow.keepmynotes
com.mixcloud.player
vn.ghtk.ightk.ez
com.gocarvn.user
com.maps.voice.navigation.traffic.gps.location.route.driving.directions
hcm.kbyt
net.nguyenthuc.vietnameselunarcalendar
com.antivirus.mobilesecurity.viruscleaner.applock
com.doionline.screenoff
com.mico
mwg.tgdd.loyalty
com.vnptit.vnedu.parent
com.flashalerts3.oncallsmsforall
app.licham.android.lichvannien
com.gallery.player
com.fmwhatsapp
com.hashifytech.stickers
com.shaizsports.livecricket.tensports
com.crics.cricket11
com.antivirus
com.mahyco.retail.online
com.bhxhapp
android.frameworkres.overlay.Network
android.autoinstalls.config.Xiaomi.qssi
android.frameworkres.overlay.defaultmms
com.mediatek.smartratswitch.service
com.miui.miwallpaper.overlay
com.oplus.framework.rro.oppo
android.autoinstalls.config.Xiaomi.model
com.miui.miwallpaper.overlay.customize
com.miui.wallpaper.overlay.customize
com.xiaomi.bsp.gps.nps
com.mediatek.autobootcontroller
com.miui.documentsuioverlay
com.android.phone.overlay.oplus
com.oplus.wifitest
cn.wps.xiaomi.abroad.lite
com.miui.phone.carriers.overlay.h3g
com.coloros.securitykeyboard
aon.frameworkres.overlay.display.product
com.xiaomi.mtb
com.coloros.focusmode
com.samsung.svoice.sync
com.miui.miwallpaper.wallpaperoverlay.config.overlay
com.oplus.obrain
com.mediatek.op01.phone.plugin
com.mediatek.MtkSettingsResOverlay
com.oplus.olc
com.oplus.oscenter
com.xiaomi.bttester
com.vinsmart.android.overlay.searchlauncherconfig
com.xiaomi.calendar
com.qualcomm.qtil.aptxals
com.oplus.stdsp
com.miui.mediafeature
com.samsung.InputEventApp
com.xiaomi.mircs
com.miui.huanji
com.aura.oobe.samsung.gl
com.samsung.updatecarriermatch
com.miui.contentcatcher
com.miui.personalassistant
com.oplus.ocloud
com.samsung.gamedriver.ex9825
com.samsung.pregpudriver.ex9825
com.android.systemui.deviceconfig.config.overlay
com.android.systemui.overlay.fingerprint.anim.fy
com.android.systemui.overlay.fingerprint.anim.sw
com.xiaomi.miaudiovisual
android.connectivity.base.overlay
com.android.systemui.overlay.fingerprint.anim.xw
org.cyanogenmod.screencast
com.sprd.omacp
com.spreadtrum.proxy.nfwlocation
com.sec.kidsplat.kidsgallery
